0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993645.1338429127,968235.1497536494,942834.4401787178,917442.8037592807,892060.0222193204,866685.8597885298,841320.067588707,815962.3966042413,790612.5915371444,765270.3835539285,739935.4972094628,714607.6572553741,689286.5967656857,663972.0571175161,638663.7962897976,613361.5943486799,588065.2623763693,562774.6233947728,537489.4538148222,512209.46971870575,486934.34684679954,461663.7813791956,436397.52476763725,411135.35681419936,385877.05601184646,360622.3948163708,335371.142960872,310123.06628784747,284877.92970325827,259635.4911881498,234395.5026495605,209157.72050495248,183921.90918149616,158687.8380459573,133455.27907969177,108224.00422606594,82993.78365607384,57764.38563646334,32535.574286814088,7307.103383113858
993652.170328133,968268.2800016798,942891.6278705433,917522.0414516638,892159.3409308359,866803.3390035472,841453.8428573771,816110.6614404419,790773.6009097085,765442.4602759945,740117.0357238838,714797.1238734205,689482.5255791019,664173.0440275731,638868.4880552463,613568.6746498694,588273.4387573082,562982.6224336799,537696.0466977243,512413.50336466497,487134.7652774947,461859.61863857013,436587.8731832025,411319.35066980904,386053.8708473432,360791.25071796123,335531.30647411855,310273.85196154064,285018.701131122,259765.66508796415,234514.55249642333,209265.1747613013,184017.34675049363,158770.88489310196,133525.60661028468,108281.32904531283,83037.86828101073,57795.03950801385,32552.65608866235,7310.526572517834
993656.3214377795,968287.8262838536,942925.368074931,917568.7925281309,892217.9436513381,866872.6631848362,841532.7912592062,816198.1704748581,790868.6425383145,765544.045596336,740224.2169779055,714908.9946253261,689598.2185088599,664291.7279264935,638989.3620878746,613690.9609536886,588396.375224703,563105.4596792908,537818.0624864917,512534.0188689078,487253.1567307375,461975.3139600035,436700.33391739737,411428.06316535413,386158.3462515209,360891.0269079924,335625.94906426466,310362.95516663213,285101.88818544813,259842.59057014788,234584.90446750895,209328.67372145585,184073.7431021791,158819.95712120095,133567.16044650937,108315.19740685841,83063.91174308852,57813.14691884244,32562.745765789758,7312.548761272045
993659.3535658678,968302.1019097324,942950.01017038,917602.9399844146,892260.7546514686,866923.3178098729,841590.4933642825,816262.1478032927,790938.1477095052,765618.358080589,740302.6441012657,714990.8716694723,689682.9075451477,664378.6164497272,639077.8602470005,613780.4978832592,588486.3950160216,563195.4195502005,537907.4405472554,512622.3222901171,487339.9278106634,462060.1284618161,436782.7913801724,411507.7823271726,386234.96531719744,360964.2046388953,335695.3652606797,310428.31114990317,285162.90689892933,259899.0178324434,234636.51016870933,209375.2512214438,184115.10789028954,158855.94589906165,133597.6307278924,108340.02753028706,83083.00116735748,57826.41655822093,32570.13851354946,7314.030319695528
993661.6094694245,968312.7222062787,942968.3428249032,917628.3463309658,892292.6115014033,866961.0186701595,841633.449243399,816309.7870552733,790989.9165141963,765673.7215040281,740361.0865497949,715051.8969262574,689746.0381742445,664443.3933080158,639143.8413610454,613847.2568614819,588553.518750682,563262.5071482449,537974.1072199086,512688.20321737387,487404.6810423815,462123.43401961954,436844.3465683354,411567.2995167573,386292.17227930936,361018.8451233521,335747.19918513205,310477.1148710057,285208.4731637216,259941.15639233,234675.0483963713,209410.03377440522,184145.9960685584,158882.81723930387,133620.37883819244,108358.5621274747,83097.24825009656,57836.318558154824,32575.65443147139,7315.1357290154365
993663.3205399949,968320.777323757,942982.247893284,917647.6182308504,892316.7794919079,866989.6249021572,841666.0490239472,816345.9485914778,791029.2211165802,765715.7641345926,740405.4759841722,715098.2557464829,689794.0024799114,664492.6126760853,639193.9785985592,613897.9875368637,588604.5298338003,563313.4964037862,538024.7849063558,512738.29372776987,487453.92405054753,462171.58390917274,436891.1706391598,411612.5770535953,386335.6948577952,361060.4168842755,335786.6368670372,310514.24796588515,285243.14380840113,259973.2196114491,234704.37237166057,209436.49966501398,184169.49776474468,158903.261236746,133637.68419431883,108372.66050165011,83108.08399581483,57843.84875965322,32579.84882770791,7315.976326978449
993664.6442468826,968327.008941867,942993.0056034521,917662.5291198684,892335.4805597885,867011.7632417182,841691.2818313978,816373.9428945102,791059.6538319753,765748.3223341258,740439.856910086,715134.166777893,689831.1610058125,664530.7462645366,639232.8251847085,613937.2955225937,588644.0572401908,563353.0105369062,538064.0628628597,512777.12293424207,487492.1024730115,462208.9196165199,436927.48161497543,411647.69094125455,386369.44920626405,361092.65924596955,335817.2247529307,310543.0489389179,285270.0353605671,259998.08919961014,234727.11748473768,209457.0277351295,184187.72613683433,158919.1171885427,133651.1049513342,108383.59327174087,83116.48600997913,57849.68724135168,32583.100809047846,7316.628103443958
993665.6886929582,968331.9261027061,943001.494576307,917674.2961929704,892350.2399966539,867029.2373227621,841711.2007625928,816396.0445580737,791083.6837716169,765774.0338692182,740467.0110840873,715162.5323114215,689860.5142524024,664560.8714609669,639263.5148287173,613968.3507325463,588675.2871936294,563384.2322925616,538095.1012493707,512807.8105797822,487522.2795470571,462238.4334488969,436956.1873379029,411675.4515728026,386396.1358318108,361118.1510178599,335841.40881247935,310565.82047685323,285291.29750145966,260017.75292874535,234745.10160303893,209473.25882154354,184202.13862837592,158931.65346937758,133661.71539238782,108392.236257344,83123.1279472214,57854.3024926266,32585.67146072324,7317.1433804027265
993666.5288087672,968335.8815722059,943008.3236716813,917683.7629929818,892362.1150410023,867043.2976139514,841727.2296493133,816413.8315228696,791103.0243840226,765794.7298211597,740488.8701134253,715185.3681504871,689884.1466241776,664585.1263447742,639288.2248957272,613993.3557984789,588700.4338236098,563409.3737104543,538120.0969344595,512832.52608877124,487546.5860518716,462262.2073831957,436979.31141537207,411697.8150245984,386417.6345318136,361138.6874311268,335860.89190805133,310584.1657711492,285308.4269587977,260033.59483683395,234759.5904699799,209486.33536605877,184213.74990996756,158941.75300419034,133670.263199767,108399.19887884683,83128.4784374972,57858.020334032044,32587.742317946046,7317.558531755793
